,polarity of section 2,subjectivity of section 2
136,0.33809523809523806,0.5761904761904763
137,0.16666666666666666,0.5
138,-0.2,0.925
139,-0.0851851851851852,0.29629629629629634
140,0.0,0.0
141,0.125,0.16666666666666666
142,0.0,0.0
143,-1.0,1.0
144,0.004166666666666652,0.2708333333333333
145,0.08333333333333334,0.5625
146,0.2866666666666667,0.6
147,0.26,0.44333333333333325
148,-0.20833333333333334,0.5694444444444443
149,0.25,0.25
150,-0.10555555555555556,0.39999999999999997
151,0.0,0.0
152,0.0,0.0
153,0.19305555555555556,0.8055555555555557
154,-0.5062499999999999,0.6770833333333333
155,0.09999999999999998,0.8
156,0.0,0.0
157,-0.225,0.5
158,0.16458333333333333,0.4625000000000001
159,0.6,1.0
160,0.0,0.0
161,-0.4145833333333333,0.5833333333333334
162,0.037500000000000006,0.2875
163,-0.7,0.2
164,-0.425,0.6
165,-0.4,0.7
166,0.020833333333333332,0.2916666666666667
167,0.15694444444444444,0.5930555555555556
168,0.29523809523809524,0.41190476190476183
169,0.1,0.2
170,-0.11111111111111112,0.32777777777777783
171,0.0,0.0
172,-0.125,0.5750000000000001
173,0.0,0.125
174,-0.4,0.6
175,0.025000000000000005,0.22499999999999998
176,-0.09375,0.25
177,-0.3125,0.6875
178,0.0,0.0
179,-0.3125,0.6875
180,0.13,0.39
181,0.06666666666666667,0.13333333333333333
182,0.0,0.25
183,0.32857142857142857,0.5531746031746032
184,0.16944444444444443,0.5694444444444445
185,0.29166666666666663,0.375
186,-0.08333333333333333,0.08333333333333333
187,0.0642857142857143,0.20714285714285713
188,0.25,0.25
189,0.13333333333333333,0.22777777777777777
190,0.0,0.375
191,0.0,0.0
192,0.0,0.0
193,0.1,0.35
194,0.09659090909090909,0.4375
195,-0.24375000000000002,0.65
196,-0.25,0.25
197,0.6,0.8
198,-0.1625,0.2375
199,0.16666666666666666,0.9629629629629629
200,-0.075,0.38750000000000007
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.5
205,0.3333333333333333,0.8333333333333334
206,0.25,0.5
207,-0.06666666666666667,0.03333333333333333
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.3666666666666667,0.16666666666666666
212,0.0,0.0
213,-0.16666666666666666,0.16666666666666666
214,0.1,0.6
215,0.0,0.0
216,0.0,0.0
217,0.6,0.2
218,0.0,0.0
219,0.0,0.0
220,0.3,0.1
221,-0.184375,0.5125
222,0.0,0.0
223,0.16818181818181818,0.32727272727272727
224,0.0,0.0
225,-0.5,1.0
226,0.06818181818181818,0.22727272727272727
227,0.0,0.0
228,0.24285714285714285,0.4178571428571428
229,0.0,0.5
230,0.05833333333333333,0.24166666666666664
231,0.0,0.0
232,-0.1875,0.40625
233,-0.5999999999999999,0.8333333333333333
234,0.5,0.5
235,-0.5,1.0
236,-0.2,0.4
237,0.0,0.3333333333333333
238,0.3,0.7
239,0.047916666666666656,0.4291666666666667
240,0.5,1.0
241,0.3,0.5384615384615384
242,-0.225,0.4
243,0.09545454545454547,0.5348484848484848
244,0.0,0.25
245,-0.0625,0.45
246,-0.25,0.25
247,0.5,0.5
248,0.5,0.5
249,-0.1,0.2
250,-0.225,0.55
251,-0.2,0.35
252,0.34574074074074074,0.5718518518518519
253,0.0,0.0
254,0.05925925925925924,0.29629629629629634
255,0.21666666666666667,0.5
256,0.2955555555555555,0.6844444444444445
257,0.175,0.4916666666666667
258,0.0,0.5
259,-0.25,1.0
260,0.0,0.0
261,0.0,0.0
262,-0.009595959595959616,0.3944444444444445
263,0.2,0.4
264,0.2839285714285714,0.5672619047619047
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,-0.05,0.4
269,-0.03333333333333333,0.3333333333333333
270,0.09166666666666666,0.3916666666666667
271,0.0,0.0
272,0.10416666666666666,0.4375
273,0.0,0.0
274,-0.2,1.0
275,-0.125,0.375
276,0.1,0.21333333333333332
277,0.18333333333333335,0.41666666666666663
278,0.0,0.0
279,-0.09375,0.25
280,0.0,0.0
281,0.0,0.40625
282,0.14375,0.39375
283,-0.16666666666666666,0.39999999999999997
284,0.027777777777777762,0.3444444444444444
285,0.5666666666666668,0.8333333333333334
286,0.0,0.0
287,0.05,0.7
288,0.09999999999999998,0.6666666666666666
289,0.25,0.4444444444444444
290,0.0,0.0
291,0.1714285714285714,0.6095238095238095
292,0.0,0.0
293,-0.15555555555555559,0.2888888888888889
294,-0.125,0.375
295,0.0,0.0
296,-0.44999999999999996,0.8
297,0.375,0.5694444444444444
298,0.0,0.0
299,-0.30000000000000004,0.39999999999999997
300,-0.30000000000000004,0.475
301,0.0,0.0
302,0.1,0.4
303,0.0,0.0
304,-0.05,0.4
305,0.0,0.06666666666666667
306,-0.2722222222222222,0.39999999999999997
307,0.0,0.1
308,0.0,0.0
309,0.5,0.625
310,0.0,0.3
311,0.0,0.0
312,0.0,0.0
313,0.0,0.0
314,-0.051851851851851864,0.42962962962962964
315,-0.16666666666666666,0.16666666666666666
316,-0.13518518518518519,0.3462962962962963
317,0.0148148148148148,0.3962962962962963
318,-0.125,0.35
319,0.2125,0.6125
320,0.24375,0.4291666666666667
321,-0.8,1.0
322,0.0,0.0
323,0.0,0.0
324,0.0,0.0
325,-0.05,0.4
326,0.07500000000000001,0.4
327,0.0,0.0
328,0.13636363636363635,0.5
329,-0.20000000000000004,0.6
330,-0.15555555555555559,0.2888888888888889
331,0.0,0.0
332,0.0,0.0
333,-0.35,0.85
334,0.0,0.3333333333333333
335,-0.15,0.4
336,-0.13722222222222222,0.24055555555555558
337,0.37500000000000006,0.44999999999999996
338,0.030952380952380953,0.3595238095238095
339,0.0,0.0
340,0.0,0.25
341,0.0,0.0
342,0.065,0.13
343,-0.1451388888888889,0.38069444444444445
344,0.0,0.0
345,0.016666666666666663,0.6
346,-0.1,0.4
347,0.2222222222222222,0.24444444444444446
348,0.0,0.0
349,-0.4,0.7
350,-0.10000000000000002,0.15833333333333333
351,0.11750000000000001,0.37749999999999995
352,0.21428571428571427,0.42857142857142855
353,-0.6,0.8
354,0.1,1.0
355,-0.07777777777777779,0.14444444444444446
356,-0.016666666666666666,0.15
357,-0.07777777777777779,0.29444444444444445
358,-0.125,0.375
359,0.04999999999999999,0.6
360,-0.0625,0.525
361,-0.1875,0.5
362,-0.23333333333333334,0.45416666666666666
363,0.0,0.0
364,0.20800000000000002,0.702
365,-0.07222222222222223,0.611111111111111
366,0.006944444444444434,0.5055555555555555
367,0.0,0.0
368,-0.325,0.52
369,0.0,0.0
370,0.23333333333333336,0.7083333333333333
371,0.0,0.0
372,0.0,0.0
373,0.0,0.0
374,-0.75,0.8
375,0.0,0.0
376,0.25,0.75
377,-0.2,0.0
378,0.31666666666666665,0.7166666666666667
379,0.10416666666666667,0.5569444444444444
380,-0.05000000000000001,0.6166666666666667
381,-0.05,0.4
382,0.0,0.33125
383,-0.3125,0.6875
384,0.0,0.0
385,0.0,0.0
386,0.0,0.0
387,0.1,0.2
388,0.10000000000000002,0.13333333333333333
389,-0.0625,0.1875
390,0.0,0.0
391,-0.1875,0.5
392,0.18333333333333335,0.3666666666666667
393,0.0,0.0
394,0.0,0.0
395,0.0,0.0
396,-0.3125,0.6875
397,0.0,0.0
398,0.0,0.0
399,-0.05,0.25
400,0.0,0.0
401,0.5,0.625
402,0.06666666666666667,0.5666666666666667
403,0.2,0.2
404,-0.15000000000000002,0.4
405,0.1,0.2
406,0.16666666666666666,0.39999999999999997
407,0.0,0.0
408,-0.3125,0.6875
409,0.0,0.0
410,0.1,0.4
411,0.04999999999999999,0.2625
412,0.05,0.23333333333333334
413,0.0,0.5
414,0.1,0.2
415,0.0,0.06666666666666667
416,0.0,0.0
417,0.0,0.0
418,0.0,0.5
419,0.0,0.125
420,-0.15555555555555559,0.2888888888888889
421,0.0,0.0
422,0.0,0.0
423,0.0,0.2
424,0.3,0.475
425,0.15,0.05
426,-0.07777777777777779,0.14444444444444446
427,-0.1777777777777778,0.5944444444444444
428,0.0,0.05
429,0.07500000000000001,0.15000000000000002
430,0.0,0.0
431,0.0,0.0
432,0.44999999999999996,0.4
433,0.5,0.625
434,-0.37499999999999994,0.5333333333333333
435,0.0,0.0
436,0.0,0.0
437,-0.4,0.6
438,0.0,0.0
439,0.0,0.0
440,0.0,0.0
441,0.0,0.0
442,0.0,0.0
443,0.0,0.0
444,0.2,0.4
445,0.11111111111111112,0.38888888888888884
446,0.0,0.0
447,-0.15000000000000002,0.4
448,0.1,0.35
449,0.16666666666666666,0.5
450,0.05,0.1
451,0.0,0.0
452,0.0,0.0
453,0.0,0.0
454,-0.125,0.375
455,-0.16,0.6
456,-0.025,0.2
457,0.16666666666666666,0.25
458,0.0,0.0
459,0.0,0.0
460,-0.5,0.5
461,0.0,1.0
462,-0.25,0.25
463,1.0,0.3
464,0.17222222222222222,0.3944444444444445
465,0.0,0.0
466,0.0,0.0
467,-0.1,0.4
468,-0.15555555555555559,0.2888888888888889
469,-0.10000000000000002,0.6666666666666666
470,0.0,0.0
471,0.6,0.8
472,-0.25,0.75
473,0.04285714285714283,0.5845238095238096
474,0.10000000000000002,0.3833333333333333
475,0.5,0.75
476,0.0,0.65
477,-0.17500000000000002,0.35833333333333334
478,-0.15555555555555559,0.2888888888888889
479,0.0,0.0
480,0.3333333333333333,0.6
481,0.03333333333333333,0.4666666666666666
482,0.225,0.3666666666666667
483,0.0,0.0
484,-0.0035714285714285726,0.2839285714285714
485,0.2619047619047619,0.6415343915343915
486,0.0,0.0
487,-0.0625,0.19999999999999998
488,0.1,0.3
489,-0.1,0.25
490,0.125,0.5694444444444444
491,0.225,0.45
492,0.0,0.0
493,-0.17685185185185184,0.35462962962962963
494,0.0,0.0
495,0.12476190476190475,0.35619047619047617
496,-0.016666666666666666,0.13333333333333333
497,-0.022222222222222216,0.2777777777777778
498,0.55,0.7
499,0.25,0.25
500,0.25,0.25
501,0.30000000000000004,0.4
502,0.2259259259259259,0.5592592592592592
503,0.6,0.9
504,0.16,0.5399999999999999
505,0.0,0.0
506,-0.025,0.2625
507,0.057142857142857134,0.4642857142857143
508,0.1,0.4
509,-0.3,0.65
510,0.0,0.0
511,0.0,0.0
512,0.7,0.8
513,0.5,1.0
514,-0.08888888888888889,0.6444444444444445
515,0.0,0.0
516,0.0,0.0
517,-0.0625,0.4375
518,0.0,0.0
519,0.0,0.0
520,0.0,0.0
521,-0.195,0.52
522,0.0,0.0
523,-0.05,0.45
524,-0.15555555555555559,0.2888888888888889
525,0.19523809523809524,0.5785714285714286
526,0.1,0.45
527,0.3,0.2
528,0.0,0.0
529,0.18148148148148147,0.3962962962962963
530,-0.15555555555555559,0.2888888888888889
531,-0.3333333333333333,0.625
532,0.0,0.0
533,0.0,0.0
534,0.2,0.5
535,0.0,0.03333333333333333
536,-0.10138888888888889,0.19722222222222224
537,-0.2,0.8
538,0.0,0.0
539,-0.030555555555555558,0.44722222222222224
540,0.1875,0.4375
541,0.0,0.0
542,0.19999999999999998,0.5
543,-0.4,0.8500000000000001
544,0.3333333333333333,0.5
545,0.0,0.0
546,0.0,0.0
547,-0.15555555555555559,0.2888888888888889
548,0.0,0.0
549,0.0,0.0
550,0.0,0.0
551,-0.21666666666666667,0.4444444444444444
552,0.0,0.1
553,0.0,0.0
554,0.7,0.2
555,0.3333333333333333,0.5
556,0.0,0.0
557,0.7,0.6000000000000001
558,0.1777777777777778,0.33888888888888885
559,-0.02777777777777779,0.34444444444444444
560,0.0,0.0
561,-0.16999999999999998,0.77
562,0.08333333333333334,0.6000000000000001
563,0.0,0.25
564,-0.3277777777777778,0.6444444444444445
565,-0.15555555555555559,0.2888888888888889
566,-0.14583333333333334,0.2708333333333333
567,0.03981481481481481,0.487962962962963
568,0.6,0.95
569,0.375,0.4625
570,0.0,0.0
571,-0.08333333333333333,0.3
572,-0.15555555555555559,0.2888888888888889
573,0.0,0.0
574,0.7,0.2
575,-0.11851851851851854,0.3796296296296296
576,0.0,0.0
577,0.0,0.0
578,0.0,0.5
579,-0.23333333333333336,0.6666666666666666
580,-0.02777777777777778,0.39444444444444443
581,0.0,0.0
582,0.0,0.1
583,0.0,0.0
584,-0.16666666666666666,0.43333333333333335
585,0.4,0.4
586,0.3333333333333333,0.5
587,-0.13333333333333333,0.5111111111111111
588,-0.0943425925925926,0.36214814814814816
589,-0.2,0.4
590,-0.21407407407407408,0.4501851851851852
591,0.0,0.0
592,0.25,0.25
593,0.0,0.0
594,0.1,0.4
595,-0.08518518518518518,0.5962962962962963
596,-0.21851851851851853,0.42962962962962964
597,-0.051851851851851864,0.262962962962963
598,0.17222222222222222,0.3944444444444445
599,0.025,0.55
600,-0.1527777777777778,0.34444444444444444
601,0.3333333333333333,0.5
602,-0.1875,0.3125
603,0.0,0.0
604,0.3666666666666667,0.7000000000000001
605,0.0,0.0
606,-0.0625,0.2125
607,0.0,0.0
608,0.5,1.0
609,0.022222222222222213,0.34444444444444444
610,0.24333333333333332,0.46833333333333327
611,0.0,0.3333333333333333
612,0.0,0.0
613,0.07500000000000001,0.30000000000000004
614,0.0,0.0
615,0.1875,0.4375
616,0.13,0.7699999999999999
617,0.0,0.0
618,-0.15,0.2
619,0.25,0.8500000000000001
620,-0.125,0.925
621,-0.5,1.0
622,-0.20714285714285713,0.3678571428571429
623,0.24285714285714285,0.3678571428571429
624,0.0,0.0
625,0.0,0.0
626,0.09166666666666667,0.9666666666666667
627,-0.25,0.25
628,0.1604761904761905,0.3604761904761905
629,0.0,0.0
630,0.0,0.0
631,0.0,0.0
632,0.0,0.0
633,0.2,0.2
634,0.0,0.0
635,-0.15,0.3
636,0.0,0.0
637,-0.3,0.6
638,0.0,0.0
639,0.0,0.0
640,0.0,0.0
641,0.26,0.26
642,0.0,0.0
643,0.6,0.2
644,0.0,0.0
645,0.7,0.6000000000000001
646,0.31666666666666665,0.3
647,-0.07777777777777779,0.6444444444444445
648,0.0,0.0
649,0.1,0.15
650,0.1,0.9
651,0.0,0.0
652,0.0014814814814814725,0.27629629629629626
653,0.0,0.0
654,-0.08576388888888889,0.20972222222222225
655,0.0,0.0
656,0.0,0.0
657,-0.13809523809523805,0.5674603174603173
658,0.0,0.0
659,0.25,0.8500000000000001
660,-0.125,1.0
661,0.75,0.675
662,0.0,0.25
663,0.125,0.525
664,0.21428571428571427,0.42857142857142855
665,0.0,0.0
666,0.0,0.0
667,-0.3,0.6
668,0.0,0.0
669,0.0,0.0
670,0.06666666666666667,0.38888888888888884
671,0.0,0.0
672,0.0,0.0
673,-0.225,0.575
674,0.0,0.0
675,0.0,0.0
676,0.0,0.0
677,0.0,0.0
678,0.37878787878787873,0.6515151515151515
679,0.0,0.0
680,-0.4270833333333333,0.75
681,0.0,0.0
682,0.0,0.0
683,0.0,0.0
684,0.0,0.0
685,0.0,0.0
686,0.049999999999999996,0.5916666666666667
687,0.14374603174603176,0.6133968253968254
688,0.0,0.0
689,0.0,0.0
690,0.05,0.35
691,-0.1722222222222222,0.6090277777777778
692,-0.04375,0.5
693,0.2164965986394558,0.6162131519274376
694,0.4375,0.503125
695,0.0,0.6666666666666666
696,0.0,0.0
697,0.0,0.0
698,0.2,0.30000000000000004
699,0.0,0.0
700,0.0,0.0
701,0.0,0.0
702,0.5,0.625
703,0.0,0.0
704,-0.05,1.0
705,0.0,0.0
706,-0.09375,0.75
707,0.0,0.0
708,0.0,0.0
709,0.0,0.0
710,0.0,0.0
711,0.16,0.5399999999999999
712,-0.08750000000000001,0.2
713,-0.09375,0.25
714,0.13333333333333333,0.3666666666666667
715,0.0,0.0
716,0.0,0.0
717,0.0,0.0
718,0.0,0.0
719,0.0,0.0
720,-0.25,1.0
721,-0.07777777777777779,0.3944444444444445
722,-0.1777777777777778,0.34444444444444444
723,-0.1,1.0
724,0.0,0.0
725,-0.0125,0.125
726,0.0,0.0
727,-0.15555555555555559,0.2888888888888889
728,0.1,0.35
729,0.0,0.0
730,0.0,0.0
731,0.0,0.15000000000000002
732,0.0,0.0
733,0.0,0.0
734,0.0,0.0
735,0.7,0.9
736,0.5,0.5
737,-0.0625,0.25
738,0.0,0.0
739,0.5,0.75
740,0.525,0.6166666666666667
741,0.5,0.75
742,0.0,0.0
743,0.0,0.0
744,0.0,0.0
745,0.0,0.0
746,0.0,0.0
747,-0.07500000000000001,0.45
748,0.0,0.0
749,-0.25,1.0
750,0.0,0.0
751,0.0,0.0
752,0.05,0.275
753,-0.08333333333333333,0.34523809523809523
754,-0.3,0.6
755,0.0,0.0
756,0.0,0.0
757,0.0,0.0
758,0.188,0.6733333333333333
759,0.2,0.6
760,-0.07777777777777779,0.32301587301587303
761,-0.125,0.375
762,0.0,0.0
763,0.0,0.3
764,0.2333333333333333,0.3666666666666667
765,0.0,0.0
766,-0.1,0.2
767,0.14285714285714285,0.3011904761904762
768,-0.07777777777777779,0.17777777777777778
769,0.16666666666666666,0.375
770,0.0,0.0
771,0.0,0.0
772,0.4,1.0
773,0.0,0.0
774,0.0,0.0
775,0.0,0.0
776,0.0,0.0
777,0.0,0.0
778,0.0,0.0
779,-0.009595959595959616,0.3717171717171717
780,0.0666666666666667,0.3333333333333333
781,0.0,0.0
782,0.0,0.0
783,0.0,0.0
784,0.0,0.0
785,0.0,0.0
786,0.0,0.0
787,0.0,0.0
788,0.0,0.0
789,0.0,0.0
790,0.0,0.0
791,0.0,0.0
792,0.3125,0.5416666666666666
793,0.0,0.0
794,0.7,0.7
795,0.275,0.39166666666666666
796,0.125,0.43472222222222223
797,0.12083333333333333,0.42083333333333334
798,0.5,0.625
799,0.07976190476190474,0.3011904761904762
800,0.0,0.0
801,0.0,0.0
802,0.1875,0.6319444444444444
803,0.0,0.0
804,0.8,0.9
805,0.2111111111111111,0.5861111111111111
806,0.0,0.0
807,-0.3333333333333333,0.6666666666666666
808,0.0,0.0
809,-0.125,0.75
810,0.0,0.0
811,0.0,0.0
812,0.0,0.0
813,-0.3125,0.6875
814,0.0,0.0625
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,0.2,0.3
819,0.2857142857142857,0.5357142857142857
820,0.0,0.0
821,0.0,0.0
822,0.0,0.0
823,0.0,0.0
824,0.0,0.0
825,0.0,0.0
826,0.0,0.0
827,0.0,0.0
828,0.6,0.9
829,0.0,0.0
830,0.0,0.0
831,0.0,0.0
832,0.1,0.2
833,0.0,0.0
834,0.0,0.0
835,0.042361111111111106,0.4131944444444445
836,0.1,0.46875
837,0.0,0.0
838,-0.1875,0.5
839,0.0,0.0
840,0.0,0.0
841,0.7,0.2
842,0.0,0.125
843,0.43333333333333335,0.8333333333333334
844,0.0,0.0
845,0.7,0.7
846,0.0,0.0
847,0.0,0.0
848,0.0,0.0
849,0.0,0.0
850,0.0,0.0
851,0.3,0.1
852,0.0,0.0
853,-0.1,0.55
854,0.0,0.0
855,-0.1875,0.7833333333333333
856,0.0,0.0
857,0.12,0.26
858,0.1,0.3
859,0.1,0.2
860,0.024999999999999994,0.21666666666666667
861,0.5,0.6944444444444444
862,0.5,1.0
863,0.0,0.0
864,-0.1875,0.5
865,0.7,0.6000000000000001
866,0.0,0.0
867,0.0,0.0
868,0.25,0.3333333333333333
869,-0.1,0.28214285714285714
870,0.0,0.0
871,0.15,0.15000000000000002
872,0.5,0.5
873,0.0,0.0
874,-0.008333333333333333,0.041666666666666664
875,0.20800000000000002,0.702
876,-0.1625,0.3125
877,1.0,1.0
878,-0.025,0.125
879,0.0,0.0
880,-0.24375000000000002,0.65
881,0.0,0.0
882,0.0,0.0
883,0.15316666666666667,0.5666666666666667
884,0.0,0.0
885,0.1,0.3
886,-0.025,0.315
887,0.0,0.0
888,0.09999999999999999,0.6333333333333333
889,0.0,0.0
890,-0.1875,0.5
891,0.2,0.3
892,0.0,0.0
893,0.0,0.0
894,-0.1875,0.5
895,0.0,0.0
896,0.65,0.55
897,0.8,1.0
898,0.0,0.0
899,0.35,0.55
900,0.0,0.0
901,0.0,0.0
902,0.1,0.5
903,-0.15555555555555559,0.2888888888888889
904,0.0,0.0
905,0.0,0.0
906,0.0,0.0
907,0.0,0.0
908,0.0,0.0
909,0.0,0.0
910,0.0,0.0
911,0.0,0.0
912,0.0,0.0
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,0.25,0.25
918,0.0,0.3333333333333333
919,0.25476190476190474,0.5089285714285714
920,0.30833333333333335,0.35
921,0.7,0.9
922,0.0,0.0
923,0.0,0.0
924,0.0,0.0
925,0.1464285714285714,0.6061507936507936
926,0.0,0.0
927,0.2857142857142857,0.5357142857142857
928,-0.00416666666666667,0.5921296296296296
929,0.7,0.6000000000000001
930,0.5,1.0
931,0.0,0.06666666666666667
932,-0.30000000000000004,0.39999999999999997
933,0.15416666666666665,0.7208333333333333
934,-0.15555555555555559,0.2888888888888889
935,-0.3625,0.875
936,-0.25,0.7
937,0.0,0.0
938,-0.25,1.0
939,0.2857142857142857,0.5357142857142857
940,0.0,0.0
941,0.0,0.0
942,0.0,0.0
943,0.0,0.0
944,-0.033333333333333326,0.3
945,0.0,0.0
946,0.0,0.0
947,0.0,0.0
948,0.0,0.0
949,-0.2,0.2
950,0.0,0.0
951,0.1,0.4
952,0.0,0.0
953,0.0,0.0
954,0.0,0.0
955,0.3,0.1
956,0.0,0.0
957,-0.35,0.95
958,-0.30000000000000004,0.39999999999999997
959,-0.52,1.0
960,0.0,0.3333333333333333
961,0.0,0.0
962,0.0,0.0
963,0.0,0.0
964,0.0,0.0
965,0.0,0.0
966,0.0,0.0
967,0.0,0.0
968,-0.4,0.7
969,0.0,0.0
970,0.0,0.0
971,-0.6,0.9
972,0.0,0.0
973,0.0,0.0
974,-0.20625,0.44375
975,0.0,0.0
976,0.0,0.0
977,0.0,0.0
978,-0.12250000000000001,0.41
979,0.0,0.5
980,0.0,0.0
981,0.0,0.7
982,0.0,0.0
983,0.30952380952380953,0.5178571428571428
984,0.0,0.0
985,0.0,0.0
986,0.0,0.0
987,0.0,0.0
988,0.3507575757575757,0.7886363636363637
989,0.0,0.0
990,0.0,0.0
991,0.2,0.2
992,0.0,0.0
993,0.0,0.0
994,0.5166666666666667,0.6499999999999999
995,0.0,0.0
996,0.0,0.0
997,0.0,0.0
998,-0.4,0.8500000000000001
999,0.0,0.0
1000,-0.385,0.75
1001,0.0,0.0
1002,0.0,0.0
1003,0.0,0.0
1004,0.0,0.0
1005,-0.16666666666666666,0.25
1006,0.0,0.0
1007,0.0,0.0
1008,0.0,0.0
1009,0.0,0.0
1010,0.0,0.0
1011,-0.5777777777777778,0.6444444444444445
1012,-0.6999999999999998,0.6666666666666666
1013,0.0,0.1
1014,0.5,0.5
1015,-0.5,0.5
1016,0.0,0.0
1017,0.2857142857142857,0.5357142857142857
1018,0.0,0.0
1019,0.0,0.0
1020,0.0,0.0
1021,0.0,0.0
1022,0.3,0.1
1023,-0.7999999999999999,1.0
1024,0.0,0.0
1025,0.0,0.0
1026,-0.8,0.8
1027,-0.049999999999999996,0.475
1028,0.0,0.0
1029,0.2,0.2
1030,0.1,0.2
1031,0.0,0.0
1032,0.2,0.8
1033,0.0,0.0
1034,0.0,0.0
1035,0.3,0.1
1036,0.0,0.0
1037,0.0,0.0
1038,0.0,0.0
1039,0.0,0.0
1040,0.0,0.0
1041,0.04338624338624337,0.4415343915343915
1042,0.0,0.0
1043,0.0,0.0
1044,0.0,0.0
1045,0.0,0.0
1046,0.07380952380952381,0.36190476190476195
1047,0.14285714285714285,0.46785714285714286
1048,0.3333333333333333,1.0
1049,0.13333333333333333,0.3
1050,-0.15555555555555559,0.2888888888888889
1051,0.0,0.0
1052,0.0,0.0
1053,0.0,0.5
1054,0.0,0.0
1055,0.0,0.0
1056,-0.07500000000000001,0.049999999999999996
1057,0.0,0.0
1058,0.0,0.0
1059,0.0,0.0
1060,0.0,0.4
1061,-0.10000000000000002,0.13333333333333333
1062,0.0,0.0
1063,0.0,0.2
1064,0.2,0.5
1065,0.07222222222222223,0.5194444444444445
1066,0.0,0.0
1067,0.0,0.0
1068,0.0,0.0
1069,0.35,0.65
1070,0.0,0.0
1071,0.0,0.0
1072,0.16666666666666666,0.5
1073,-0.6,0.9
1074,-0.095,0.71
1075,-0.5,1.0
1076,0.0,0.0
1077,-0.5,1.0
